repetition,load_factor,algorithm,k_paths,duration_ms,max_delay,avg_delay,sla_violations,min_capacity_margin,rep,scenario
0,1.0,greedy,3,0.054917007219046354,0.25555555555555554,0.25555555555555554,0.0,9.0,0,config_custom_triangle_manual
0,1.0,local_search,3,1.225957996211946,0.25555555555555554,0.25555555555555554,0.0,9.0,0,config_custom_triangle_manual
0,1.0,grasp,3,10.448082990478724,0.25555555555555554,0.25555555555555554,0.0,9.0,0,config_custom_triangle_manual
0,1.0,ga,3,1486.0228339966852,0.25555555555555554,0.25555555555555554,0.0,9.0,0,config_custom_triangle_manual
0,1.0,ilp,3,847.6167079934385,0.25555555555555554,0.25555555555555554,0.0,9.0,0,config_custom_triangle_manual
